Text|Rating|Votes|J/N
Chuck Norris's chest was the idea for the bullet prof vest but the vest can't catch a bullet with it's biceps.|3.09|57|j
There are no laws of physics only laws of Chuck Norris. For example: The planets were created when Chuck Norris lifted the law on gravity and threw them in the air.|3.09|53|j
When Chuck Norris robs a store, the cops are standing at the door saying ''good luck with the money''.|3.09|53|j
Did you hear they renamed the show Fear Factor....It's now Chuck Norris.|3.09|44|j
More people are scared of spiders then death, spiders are scared of Chuck Norris|3.08|66|j
God is Chuck Norris' best friend.|3.08|59|j
Legend has it that a Nokia is indestructible. Legend also has it that Chuck Norris accidentally broke a Nokia with his pinky finger.|3.07|352|j
Chuck Norris wakes up in the middle of the night from nightmares about CHUCK Norris.|3.07|125|j
Chuck Norris once kicked a ball so hard it broke the space time continuum, knocked out Amelia Eirhart, and sent her plane into the Pacific.|3.07|71|j
God created a flood to punish the world....now..its Chuck Norris.|3.07|61|j
Yoda took lessons from Chuck Norris.|3.07|42|j
It takes Chuck Norris a half an hour to watch 60 Minutes.|3.05|108|j
Chuck Norris is so tough he doesn't care how he smells, he'll just break your nose.|3.05|106|j
There is no Chuck Norris autographed memorabilia. Every time he's asked for a signature he just roundhouse kicks you.|3.05|78|j
Chuck Norris can make your blue eyes black|3.05|61|j
For Thanksgiving, Chuck Norris roasts his turkey by opening up a small portal in to hell.|3.05|55|j
Chuck Norris invented airplanes because he go tired of being the only human to be able to fly.|3.05|41|j
"Sigmund Freud was talking to Chuck Norris about his theories of psychology. Withoit thinking, Freud asked Chuck Norris if he was afraid of anything. Chuck Norris looked at him and said, ""Excuse me???"" Thus the term ""Fruedian Slip"" became a psychological term."|3.05|41|j
Chuck Norris wasn't born. He was always there.|3.04|76|j
Chuck Norris doesn't use stuntmen, stuntmen use Chuck Norris.|3.04|72|j
Chuck Norris can see his forehead|3.04|53|j
Thunderstorms occur when Chuck Norris eats Mexican Food.|3.03|105|j
Chuck Norris IS the original gangster.|3.03|68|j
Chuck Norris can have a 1.01 blood alcohol content level.|3.03|59|j
What does Chuck Norris and Santa do the same? Eat your cookies.|3.02|52|j
Pecos bill was raised by wolves, chuck Norris was raised by rocks.|3.01|79|j
Chuck Norris can hit the broad side of a barn. This is more impressive than it seems, because the barn is so scared it runs away.|3.01|78|j
Chuck Norris knows Victoria's secret.|4.12|5320|n
Chuck Norris can kill your imaginary friends.|4.11|5121|n
Brett Favre can throw a football over 50 yards. Chuck Norris can throw Brett Favre even further.|4.11|4205|n
Chuck Norris' dog is trained to pick up his own poop because Chuck Norris will not take shit from anyone.|4.11|3656|n
The real reason Hitler killed himself is because he found out that Chuck Norris is Jewish.|4.1|5292|n
When Bruce Banner gets mad he turns into the Hulk. When the Hulk gets mad he turns into Chuck Norris. When Chuck Norris gets mad, run.|4.1|4361|n
Chuck Norris's daughter lost her virginity, he got it back.|4.1|4072|n
It is considered a great accomplishment to go down Niagara Falls in a wooden barrel. Chuck Norris can go up Niagara Falls in a cardboard box.|4.1|4023|n
M.C. Hammer learned the hard way that Chuck Norris can touch this.|4.1|3708|n
Chuck Norris beat Halo 1, 2, and 3 on Legendary with a broken Guitar Hero controller.|4.1|3643|n
Chuck Norris once bowled a perfect game with a marble.|4.09|3181|n
Chuck Norris' tears cure cancer. Too bad he has never cried.|4.09|2746|n
Chuck Norris went to a feminist rally and came back with his shirt ironed and holding a sandwich.|4.09|276|n
Some kids piss their name in the snow. Chuck Norris can piss his name into concrete.|4.08|4717|n
The saddest moment for a child is not when he learns Santa Claus isn't real, it's when he learns Chuck Norris is.|4.08|3410|n
Police label anyone attacking Chuck Norris as a Code 45-11.... a suicide.|4.08|3169|n
The original title for Alien vs. Predator was Alien and Predator vs Chuck Norris. The film was cancelled shortly after going into preproduction. No one would pay nine dollars to see a movie fourteen seconds long.|4.08|3082|n
Chuck Norris lost his virginity before his dad did.|4.07|2980|n
A Handicapped parking sign does not signify that this spot is for handicapped people. It is actually in fact a warning, that the spot belongs to Chuck Norris and that you will be handicapped if you park there.|4.07|2617|n
Chuck Norris doesn't teabag , he potato sacks.|4.06|2333|n
Chuck Norris CAN believe it's not butter.|4.06|1868|n
If you swallow a quarter and Chuck Norris round house kicks you in the stomach you will crap out two dimes and a nickel.|4.06|1013|n
Tough men eat nails. Chuck Norris does all his grocery shopping at Home Depot.|4.06|927|n
Chuck Norris doesn't wear a condom because theres no such thing as protection from Chuck Norris.|4.06|753|n
Hercules strangled two snakes in his crib when he was a baby. Chuck Norris strangled a grizzly bear moments after birth with his own umbilical cord.|4.06|702|n
"The Kool-aid man once broke through Chuck Norris's wall and said ""Ohhh No.""."|4.06|474|n
Why hasn't a video game been made about Chuck Norris? Simple: nobody controls Chuck Norris.|4.06|331|n
Champions eat wheaties for breakfast. Chuck Norris eats champions for breakfast.|4.06|264|n
Chuck Norris turned down the Terminator roles because he hates chick flicks.|4.06|231|n
Chuck Norris invented Chuck Norris jokes, but he never submitted any because Chuck Norris submits to no one.|4.06|224|n
Chuck Norris once smoked a cigarette, and the cigarette died of Chuck Cancer.|4.06|202|n
"A friend admired Chuck's wife's diamond earrings. Chuck said,""Thanks, I squeezed them mysef.""."|4.06|111|n
Chuck Norris beat Guitar Hero 1, 2, and 3 100% on expert, simultaneously, with an Atari 2600 joystick... With the TV turned off.|4.06|100|n
In Japan, Godzilla is spelled Chuck Norris.|4.06|51|n
CHuck Norris raced time, and won.|4.06|49|n
Chuck Norris once struck lightning, twice.|4.06|36|n
When Chuck Norris was a baby, he didn't suck his mother's breast. His mother served him whiskey, straight out of the bottle.|4.06|35|n
Chuck Norris once beat Darth Vader in a light saber duel with a golf club.|4.06|35|n
Chuck Norris uses a cobra snake as a condom.|4.06|34|n
Chuck Norris can speak every languge in english.|4.06|34|n
Chuck Norris doesn't mow his lawn. He just stares at the grass and dares it to grow.|4.06|31|n
Chuck Norris challenged light to a race. Chuck Norris won by 2 hours, 14 minutes, and 47 seconds.|4.06|31|n
Chuck Norris can play Beethoven's 5th symphony with a rubber band.|4.06|31|n
When Chuck Norris was 6, he had a pet lizard, fish, and monkey. They are now known as Godzilla, Jaws, and King Kong.|4.06|31|n
Chuck Norris doesn't hit it and quit it, he hits it and destroys it.|4.06|18|n
Chuck Norris banged the tooth fairy.|4.06|18|n
Chuck Norris doesnt get rick roll'd, Rick Astley gets Chuck roll'd.|4.06|18|n
Chuck Norris extracts snot from his nose with a toilet bowl plunger.|4.06|18|n
Once Chuck Norris was using a mess-up-your-face app on his iPhone. When he tried it, the phone blew up, because YOU DON'T MESS WITH CHUCK NORRIS.|4.06|18|n
When Chuck Norris goes to a strip club the dancers pay him to have him watch.|4.06|18|n
"Chuck Norris doesn't use pickup lines, he simply says, ""Now."""|4.05|975|n
Chuck Norris runs Windows Vista on his Etch-a-Sketch.|4.05|474|n
Teenage Mutant Ninja Turtles is based on a true story: Chuck Norris once swallowed a turtle whole, and when he crapped it out, the turtle was six feet tall and had learned karate.|4.04|782|n
Chuck Norris once crossed the road...no one has ever questioned his motives.|4.04|188|n
Chuck Norris knows when Santa Claus is awake.|4.04|115|n
Chuck Norris once bet NASA he could survive re-entry without a spacesuit. On July 19th, 1999, a naked Chuck Norris re-entered the earth's atmosphere, streaking over 14 states and reaching a temperature of 3000 degrees. An embarrassed NASA publically claimed it was a meteor, and still owes him a beer.|4.03|601|n
Chuck Norris pities Mr. T.|4.03|117|n
If you have five dollars and Chuck Norris has five dollars, Chuck Norris has more money than you.|4.02|194|n
Chuck Norris dosn't flush the toilet, he scares the crap out of it.|4.02|119|n
Once, during an electrical storm in Texas, a lightning bolt was struck by Chuck Norris.|4.02|103|n
When an episode of Walker Texas Ranger was aired in France, the French surrendered to Chuck Norris just to be on the safe side.|4.01|227|n
Chuck Norris was born May 6, 1945. The Nazi surrendered to us May 7, 1945. Coincidence? I don't think so!!!!!!!!|4.01|149|n
Chuck Norris can make apple juice with oranges.|4.01|120|n
Chuck Norris will NOT let go of your Eggo.|4.01|107|n
Chuck Norris invented black. In fact, he invented the entire spectrum of visible light. Except pink. Tom Cruise invented pink.|4|451|n
Chuck Norris doesn't need a watch. He decides what time it is.|4|128|n
Chuck Norris does not wear a condom. Because there is no such thing as protection from Chuck Norris.|3.99|259|n
Chuck Norris once single handedly killed 97 Afghan terrorists using his M-16 assault rifle. Then he flipped off the safety switch and shot 500 more of them.|3.99|143|n
Chuck Norris ate beef jerky and shit out a cow.|3.99|124|n
Thunder is caused by Chuck Norris rubbing the stubble on his chin.|3.98|474|n
Chuck Norris can kill all of a cat's nine lives at once.|3.98|114|n
Chuck Norris once broke a mirror over the head of a black cat while standing under a ladder on Friday the thirteenth. The next day he won the lottery.|3.97|2074|n
"Chuck Norris once challenged Lance Armstrong in a ""Who has more testicles?"" contest. Chuck Norris won by 5."|3.97|326|n
The best part of waking up is not Folgers in your cup, but knowing that Chuck Norris didn't kill you in your sleep.|3.97|227|n
Chuck Norris can make a happy meal cry.|3.97|226|n
"Chuck Norris originally appeared in the ""Street Fighter II"" video game, but was removed by Beta Testers because every button caused him to do a roundhouse kick. When asked bout this ""glitch,"" Norris replied, ""That's no glitch."""|3.96|389|n
Chuck Norris can fit eleven gallons of ice cream into his ten gallon hat.|3.96|107|n
Why does Chuck Norris sometimes use machine guns? Because even Chuck Norris thinks some people need a chance sometimes.|3.95|149|n
Chuck Norris was born on February 31st.|3.95|128|n
Chuck Norris once ate a whole cake before his friends could tell him there was a stripper in it.|3.94|307|n
Some children may enjoy burning ant with magnifying glasses. Chuck Norris enjoys burning little children with ants. Scientists have not yet proved how this is possible.|3.94|101|n
The U.S. didn't drop an atom bomb in Japan. They dropped Chuck Norris.|3.93|234|n
Before Chuck Norris was born, the martial arts weapons with two pieces of wood connected by a chain were called NunBarrys. No one ever did find out what happened to Barry.|3.92|161|n
Chuck Norris was the fourth wise man, who gave baby Jesus the gift of beard, which he carried with him until he died. The other three wise men were enraged by the preference that Jesus showed to Chuck's gift, and arranged to have him written out of the bible. All three died soon after of mysterious roundhouse-kick related injuries.|3.91|297|n
Chuck Norris recently had the idea to sell his urine as a canned beverage. We know this beverage as Red Bull.|3.91|249|n
Trains stop at Chuck Norris crossings.|3.91|233|n
"Chuck Norris is so tough his Rice Krispies don't go snap, crackle and pop. The say ""shhhhh here he comes!"""|3.9|192|n
The show Survivor had the original premise of putting people on an island with Chuck Norris. There were no survivors, and nobody is brave enough to go to the island to retrieve the footage.|3.9|145|n
Chuck Norris owns and operates a family restaurant in Waco, TX. The only item on the menu is a knuckle sandwich.|3.9|102|n
Contrary to popular belief no bomb was dropped on Hiroshima, Chuck Norris lost his temper.|3.89|162|n
Chuck Norris doesn�t wear a watch, HE decides what time it is.|3.88|172|n
When Chuck Norris goes to donate blood he declines the syringe and requests a handgun and a bucket.|3.88|130|n
Chuck Norris doesn't wear a watch. He decides what time it is.|3.87|137|n
Outer space exists because it�s afraid to be on the same planet with Chuck Norris.|3.87|114|n
Chuck Norris entered American Idol and won the X-Factor.|3.86|203|n
Chuck Norris can blow bubbles with beef jerky.|3.86|137|n
Chuck Norris can attach jumper cables to his nipples and then flex and jump start a car the car doesn't even need an engine.|3.84|113|n
Chuck Norris fed his mother through the umbilical cord while she was carrying him.|3.84|101|n
"People Are often Quick to point out that Chuck Norris lost to Bruce Lee in the movie ""Enter the Dragon"" What they fail to realize is that Bruce Lee Died not long after that movie was made under ""Mysterious Circumstances"" and after that Chuck started doing more realistic movies where he never loses."|3.83|160|n
